text,label
"When I say family ain't shit, lol I look at the mofos like aliens.",1
lol shrimp fried rice my favorite Chinese food 😋,0
"RT @MrKendrickLamar: If people are talking about you behind your back, chances are you're in front of them.",0
RT @noballs: #WIN £150 to spend at #NoBalls Fitness Clothing! #RT &amp; #Follow us to enter the #competition #giveaway!,0
RT @_larriane: You know them other bitches ain't me..😜,1
Of course my dad forgets it's my birthday...,0
Partying with these old folks and OG's,0
THATBAMAGUY IS SUSPENDED LOLOLOL 😂👏,0
RT @justinbieber: @pixaconha thank u,0
#SomedayIWill know how to hardsub :p,0
RT @skatematic: manny santiago amazing finals highlights tampa pro 2014 #skateboarding @EXPNVM http://t.co/bj80I114EZ,0
Hug me I am not OK,0
@justinbieber FOLLOW ME PLEASR,0
“@RachelPottle: Desiree took 18 pictures with a football today”💜💙💛🏈🏈🏈,0
@bellaaahhhh OHMYGOD JUST SAW THIS,0
"RT @Light_in_Islam: Instead of judging someone for the bad they do, why don't we make dua that they receive guidance and we become better p…",0
@justinbieber @biebsbizzle4991 facts,0
Crab entree we served at the Colin Fassnidge @FourinHand book launch @TVMontgomery http://t.co/Cdk2WkkNTD,0
"#Yuniior &amp; #Pablitoooo 
Divercity Nicht http://t.co/iGCaLr2ToZ",0
"Excellent Lines:
The extreme amount of happiness and pain can be felt,
Only if you like someone very truly from heart..!!",0
Sharon Miller @fastcontcastra,0
Somebody snapchat me,0
bottoms up. http://t.co/KgOozWDR44,0
What you'll do for a girl... Smh.,1
RT @kidrauhlsaussie: @justinbieber you have no idea how much it would mean to me and @jxstinsaussie if you followed us! please justin 🙏 we …,0
RT @TopRetweetMax: ➡️ RETWEET ➡️ ONLY ➡️ IF ➡️ YOU ➡️ FOLLOW ➡️ BACK ➡️ #RT2GAIN (Follow @TopRetweetMania) 24.28,0
cuddled w / my lil dude 👶😍,0
"You want more followers? we have the best deal $39 For 10,000 Twitter Followers, See here :  http://t.co/kgkGvI0LUv",0
@novellidemon In search of Solutions to Inform Fad Diets Via Efficient Weight loss Ideas .www.f4we.com/diet,0
RT @CraveMyHealth: Rt if you would wear these 👟🔥 http://t.co/E8f5513GY4,0
"Your daddy's gonna kill me, but if I survive tonight, I wouldn't change one thinnngggg💕",0
"Today stats: 2 followers, One unfollower via http://t.co/tMy8V3b1sw",0
"RT @itssarswish: “@VictorQLand: @OfficialCBCpage fuck yeah, I run naked on my street already with my friends” Tecumseh everybody.” My neigh…",1
@vanuhiiii 😂 same thingggg,0
@justinbieber u changed my life,0
RT @_TheyCallMeRoo_: Im confused as to why you wanna be here when no one is forcing you to,0
I'm so stupid for thinking I could do this,0
ITHINK IL GOING O BE SICK OMG,0
@Jewelots_ Good luck!,0
"A new achievement: `Defender`. Can you get it too? http://t.co/J7ny8cNdRY #ipad,#ipadgames,#gameinsight",0
gonna watch this is the end and smoke a bowl haha,0
Hey @Ces4rt  it would be awesome if you can get more f.ol.lo.wer https://t.co/TsN6l9YKY7,0
@justinbieber I love you 3,0
Boys be hating !!!!!,1
@TRILLJaee__ that's nasty,0
"""Kainin mo 'yang forever mo."" #WordsAfterBreakUp",0
"RT @saranglouis: @Louis_Tomlinson
how was aquaman's son delivered?
via ""SEA""-section!
please follow @saranglouis
&amp; @pradalouis ¨̮  love you…",0
@justinbieber follow me shots is so awesome,0
@xoxojenaleen go get it ;),0
RT @followback_707: #RETWEET THIS! FOLLOW ME (@followback_707 ) &amp; EVERYONE ELSE THAT RETWEETS THIS FOR 50+ FOLLOWERS FAST! #TeamFollowBack …,0
RT @DJDRFUNKJUICE: @djgrooves 10pm @982thebeat @MIXSHOWBLAST @DjKingAssassin @djnomic @DJMommaJay #FUNKUP #SALUTE #TEAMASSASSIN,0
"@ty_boe Jerry can just slide him $10mill, off the books. Lol!",0
I think I might apply at hooters......nah I lie,0
My legs still shaking,0
RT @napooliver07: #RegularShow,0
RT @RMdoodle: Ignored us? Oh well~ http://t.co/As9Xk1g1zS,0
"RT @croon1: ""HORRORSCOPE"" now available for purchase in #kindle here: http://t.co/2dF0SwN0Gb #books #boston #redsox #oprah http://t.co/sAEC…",0
"Girl rule: If she talks to the guy I like, I hate her and she's a whore.",1
@dotmariejones Dot? Can you tweet or RT this tweet to help @tyleroakley to raise $500.000 for the Trevor Project? http://t.co/BGw8rDhLNR,0
"INFO Q. WND: VARYING BETWEEN 3 5 0 DEGREES &amp; 050/8, MAX DW 5 KTS RWY. VIS: GREATER THAN 10 KM. QNH: 1018.",0
It's so damn hot! I f-ing hate summer!,1
RT @Avicii: Turns out i had a ruptured appendix on top of my sick gallbladder…both were removed during the operation http://t.co/4VsSPrJEug,0
@scalifag Kagami pulling that shit had me laying on the floor screaming,1
@tbskyen the LCS!,0
Who is the real #romansolider  @RomanAtwood  your #SmileMore stickers have made it all the way to Afghanistan http://t.co/R0CXKazntx,0
Hello @Luke5SOS xx. I LIVE FAR AWAY FROM YOU AND CAN'T MEET YOU :( I THINK IF YOU'LL FOLLOW ME IT MAKES ME FEEL BETTER XX 418,0
win win #2NE1 4th win #COMEBACKHOME  go go BJs 83,0
#GONAMA #1: Divergent (Divergent Series) Divergent (Divergent Series) Veronica Roth (Author) 676 days in the top 10 http://t.co/EUFZ2Gv7cI,0
RT @IrieRasta15: @__13ADEB money running like wattterrrr,0
@justinbieber you mean more to me than you could imagine,0
@justinbieber Can you give me follow? pleasee,0
RT @dooodie__: “@Taurus_ht: #Taurus refuses to show you any weakness.”,0
“The sound of the king's music made Despereaux's soul grow large and light inside of him.”,0
#ootd yeah baby... bang!  @babiatorsph #babiators #babiatorsph http://t.co/SDYanwHVbm,0
RT @HitchcockGrant: @tiffnc Remus wears scarves. http://t.co/BS6SmtzkLs,0
So weird kaya watching your own show -_-,0
preparing my feed filled with pictures of Zion's party...💪,0
RT @eleanorrosey15: we shut it down,0
Stop being an actor Don't put my love into your game,0
"Jk, too faded",0
@jamdickiedick no they won't. I won't go to my friend's debut nga tonight ehh.:)) so yeah. Up until when are they gonna stay in the country?,0
"@JuanLaker_24 me too, like tf everyone's heard the name jasmine-.-",0
"even if my heart stops,i don't think it will hurt like this",0
@justinbieber FOLLOW ME PLZ,0
"RT @Pure_Trust: Goodnight Mentions #Retweet
Dont be shy say it back
 #Fav For A Follow (Must follow back) Strangers Welcome 
Doin all",0
About be Kobe in the 4th quarter these last nine weeks 😬😬,0
@NeshaTreseven what lil girl. I'm doing the same thing. Where you even all my life?,0
RT @angiehya: I really don't think before I say something. its a really big problem actually #oops,0
Happy Birthday😊😘🎂 @amandahunter330,0
@VenomousJess_ Hello to you!,0
RT @justinbieber: @biebsbizzle4991 not a fact,0
@justinbieber PLEASE FOLLOW @leahloraine15 RIGHT NOW!! SHES BEEN TRYING TO GET A FOLLOW FROM YOU SINCE '09 16,0
RT @TheRhinoLV: @PureLasVegas @CaesarsPalace Amazing Saturday night in #Vegas #EarthHour2014 #EarthHour #lightsout http://t.co/Hjfs4CItqB,0
RT @preet_sn: You give but you cannot  take love,0
"""@___SupaSavage: When my phone be dry I just be on twitter like 😒 http://t.co/1aL0rdCN5C"" me right now",0
#Article: #Mobile #IT Spending Matters at Midsize Firms: http://t.co/BueXDIb6Mn @datanyze @lisocorp #tech @DataDrivenMktg @DIGIBLE #b2b,0
"This spring break, my ass grew. 👌",1
RT @RunningManGuest: Running Man episode 191 official picture 08 http://t.co/mZkjYvmryS,0
"@_unaguapa_ i wanna eat the whole 🎂, im not sharing, im not sharing.",0
"RT @korea_shygeeks: ［Christopher Kim jr Instagram Update］ 

One of the best vocals in the kpop idol world!
hey makin it happen worldwide! h…",0
RT @AlexSierrasFan: I vote for #FifthHarmony #TheBuzz @radiodisney r,0
why does @VinceN00byen always want to kill me....,0
@justinbieber WHEN IS IT MY TURN TO BE NOTICED AND FOLLOWED WHEN IS IT MY TURN,0
@curtislepore @JentotheDen she looks like plastic surgery failed her...,0
“@izzybizzy_: 🌻🌺 http://t.co/zCc2OOlNlK” My Bae Top Notch,0
@amandaalbarouki I'm the one that even introduced him to you 😒buut whatever bakes your khobiz 🍞,0
@justinbieber I love you soooo much can you follow me,0
RT @Lync2013: The Lync 2013 Daily is out! http://t.co/BSMM9q0Rl0 Stories via @Advanced_AV @ebloody @TelecomReseller,0
Who wants too meet up,0
“@_Evantually: @sydneysimonexo back off 😍😍😍” lol never! 😍😋,0
Idk if I should get some rest or just vamp since I leave in a few hours,0
"RT @cthagod: White people be so confused and tense when Y.G. ""my nigga"" Comes on in the club. They be looking like ""Can I enjoy this record…",1
"Could not fetch content, sorry.",0
"RT @qwerty2ne1: RT #COMEBACKHOME if you love #2NE1 CL-ROO, BOMTARO, DARONG, MINGKKI~~~~ 8",0
I live Aztec girls,0
RT @FactsAboutBoys: when boys hug you from behind &amp; make you feel safe &gt;&gt;&gt;&gt;&gt;&gt;&gt;🙏👏🙌💯 #truth http://t.co/SVVa3nGTtd,0
Mildly disheartening that Brett found love on omegle last week while the rest of us are still out here searching,0
A wreath laying ceremony was held at Air Force Station to pay homage to Squadron Leader Ashish Yadav.     http://t.co/VqYZ4r8lXv,0
RT @tmzparody: logging onto twitter like http://t.co/26O4VmecQ4,0
I don't give a shit ! I want you back !,1
RT @tf_i_looklike: When you with yo squad in the club and the beat drops 😂😂😂 https://t.co/Kyf4y1B88q,0
@chrissyteigen that Spaghetti strap lyfe.,0
“@jaddis18: Out with a whole gang http://t.co/SMndnlFrQY” that blue n black Gsxr though....,0
“@CraveMyHealth: Rt if you would wear these 👟🔥 http://t.co/u37xMtdOkU” these are fucking beautiful,0
i was wrong for what I did,0
@justinbieber how was your day?,0
I JUST LUAGHED SO HARD BC MY MOM SAID WEEN AND SHE LOOKED LIKE A BUG AND I LIAGED SO HARD TWO TURD CAME OUTTA MY ASS,1
fake people get cut off,0
@justinbieber i love you :(((,0
"@justinbieber How much you love your brother and sis? :),",0
"If the world ever had a zombie apocalypse, I'd start whipping with @Lisaduz_t  cause she's a true badass",0
RT @TheBonafiedLady: It's weird how much I want to do for people. The little that I do work for I instantly try to spend it on other people.,0
Cabins and Pow! http://t.co/bwrY08trfy via @weebly,0
"RT @AnnaAnnaw2: #EpicMobClothing ☯Gain Followers
☯RT This
☯MUST FOLLOW ME I FOLLOW BACK
☯Follow everyone who rts
☯Gain
  #BACK #mh370 -8907",0
@KaileyRobinson1 @NYatttttyyyy I said it first..,0
HI KIDS!!!!! DO YOU LIKE VIOLENCE?? WANNA SEE ME STICK NINE INCH NAILS THROUGH EACH ONE OF MY EYELIDS????,0
"@justinbieber  I'm crying because I will NEVER get your follow or simple "":)"" 3",0
Kim Kardashian Shows Underwear At Dinner With Vogues Anna Wintour http://t.co/zJlQri4MOS,0
@JamesDMic hmmm what about next weekend ?,0
DIVERGENT IS THE BEST MOVIE I'VE EVER SEEN IT WAS AMAZING OMG CAN'T WAIT FOR THE NEXT ONE,0
dont believe me... JUST WATCH,0
I think twitter is done.  We completed the final mission.  The boss has been beaten.  The jojo has been killed.  The ex has been deed.,0
My standards are way too high.,0
"I LOVE MY 4 FABULOUS QUEENS #2NE1 !! DO YOU WANT THEM TO WIN? #COMEBACKHOME TWEET THE HASHTAG, WATCH MV, SHARE AND COMMENT!!  112/1000",0
RT @Homestar_ebooks: we got your boyfriend Homestar down here and he's dead.,0
"RT @AllisonMariedou: 33 you are SUPER pretty and nice. your eyes are killer, I'm so jealous.",0
"RT @miissmariah: @MamaNessuh is gon give me nightmares after that post, she got me super fucked up 😭😭😭 WHY WHY WHY WHY!!!",0
RT @NapierNews: Hurricanes vs Bulls: The Hurricanes take on the Bulls at McLean Park on April 5. Get along to the game and see... http://t.…,0
RT @HarunzariiTaco: I never understood how someone could NOT like someone else because of the color of their skin,1
RT @TedOfficialPage: if u don't remember these ur life sucked http://t.co/w1VoPH6Ziy,0
RT @justinbieber: Live love laugh,0
@JFLY420 your twitcon mane 😂😂,1
“@feelinmyselff_: Nvm I'm goin to sleep.. I have work tomorrow 😒😴”😂😂😂,0
"Goodnight follow me?""@WatchNLearn_x3: @MrGxldChainzz Goodnight sweetie sweet dreams""",0
All I wanna do is 🔫🔫🔫🔫 and 💰💰💰 and take yo monay,0
Finna Text My Friend Till I Fall Asleep. GNight Tl ✌,0
"Misa: I can't even imagine a world without Light | L: Yes, it would be quite dark.",0
"""@trkscinco: @spiffydion we do this."" this is what life is",0
@seemxn hahaha thanks simple and full of meaning and so much effort and creativity put in I hope Mdm zee will put it up for display,0
RT @TheCarlosPena: #selfie w/ sixxorange http://t.co/XMeszw9xwJ,0
I have 59 drafts who dares me to tweet them all rn,0
RT @AdorableWords: I hate wearing makeup but I also hate not wearing makeup so it's just really complicated,0
RT @KohriAmari: Today was a good day. I'd rather end it by laying up tho.,0
RT @muftimenk: It is rewarding to smile but even more rewarding to put a smile on the faces of others.,0
"Now shorty grab hold of my hand
And let's pretend the floor is ours
You say you don't really dance",0
RT @XSTROLOGY: #Sagittarius is a free spirit who does not like to stay home.,0
@FrankieJGrande will you ever see my tweets #frankieto500k,0
@justinbieber i'm a wall,1
"I have gained level 19 in The Tribez and Castlez! Can you achieve it as well? http://t.co/DMLyO1fF92 #android,#androidgames,#gameinsight",0
"aw man, I needed this #corydonhouse http://t.co/BFIPLIiQMp",0
Friends💙✌️ @iamviabeybe #KristelCatesCordero💜 👭👭 http://t.co/FmWpUM65OD,0
AP Chem at its finest. Makes me wonder how many other mistakes are in a lesson we're supposed to self teach. http://t.co/ztMq3yo12N,0
Remember the key ..!! http://t.co/jhw3xUmPul,0
@justinbieber if you loved me you'd follow me,0
But I wanna die! #asdf  https://t.co/rfFlOUKDdA,0
@MissOVOXO16 @eatbeast_ me and my homeboy was Funna throw his ass in the pool till 1time came and everybody was clearing it,1
"Phrase I say to my dog way too much:

Stop licking the carpet.",0
#umes #hbcu UMES Campus Kitchens Project at USG: Campus Kitchens Project at USG to help... http://t.co/SBHJ4lfkIQ http://t.co/pdSMGT0IgK,0
"I hate when people walk out on me, actually it's kind of a fear.",0
"@muemong 
And, what were you doing????😜😘",0
RT @keithh__pgc: Legs dead 😩,0
Jesus Christ your an annoying cunt,1
RT @justinbieber: @Lauren_Bieber16 it happened,0
RT @dramaLIFE__: Treat me good &amp; I'll treat you better.☺️😌,0
RT @itsWillyFerrell: There's never any fat kids in McDonald's commercials. I wonder why.,0
RT @itsWillyFerrell: There's never any fat kids in McDonald's commercials. I wonder why.,0
@yUMMY_ZOE I was about to say why are you awake but then I looked at the time lol,0
@justinbieber You're amazing,0
"Don't waste your times crying over
someone who doesn't even deserve to
see you smile.",0
RT @drpepper: You can have breakfast any time of the day. Just like Pepper. http://t.co/A2S0KtAnRo,0
Got a nigga like.... bitch can I live?,1
@Parianas @Machiparu @Yurimawas nd their way of life are still traditional in many respects. The old generations preserve vast knows,0
I'm Tryna go fishing,0
"RT @OrdinaryUstFan: If you want your mood to get better &amp; happier before the game, listen to this, Roar- Katy Perry 😻😻🎵🎶 https://t.co/hoEj4…",0
This is exactly why I never get to comfortable with people.,0
RT @GuptaAAPKA: @AamAadmiParty New Delhi Ashish Khetan exposed the Katputhali colony scam of former Union Minister Ajay Maken http://t.co/Y…,0
People actually live there lives based off ideas created on twitter that shit is pathetic,1
RT @amandacriscuolo: Lasell needs to start becoming fun,0
RT @DiGiornoPizza: snape always looks like he's watching someone eat pizza while not being offered any pizza,0
"Radar data analysis of #MH370 indicates it may have travelled faster than thought, reducing potential distance travelled - helping search?",0
Still drinking this henny bottle😂😏,0
RT @BubbleButtBruno: I ACTUALLY NEED THIS OMG PLS http://t.co/ttztl1RNXF,0
RT @Michelle_Fiyah: Don't be afraid of meeee😩,0
"Too much criticism. If you don't know me, it's safe to assume the issue is none of your damn business. #serioustweet #sickofit",1
RT @victoriajuarezz: Hate being reminded of you.,0
@emmamartinyy love you sugar boo,0
RT @justIaughhard: Plot twist: Mr.Moseby was actually the one who leaked Dylan sprouse nudes http://t.co/hVnQSHypkZ,0
@justinbieber I miss you 😔 http://t.co/LkFoPAYwyW,0
lol im an asshole,1
@justinbieber My idol everybody!!,0
follow me on #tumblr http://t.co/WX1yF036kY,0
RT @Candy_mocha811: @Jigz_8732 @jon_woolfolk water buffalo 💦🐃😂,0
I had to learn that God will remove people from your life for a reason,0
WATCH &amp; SHARE VIDEO NO 20 http://t.co/4obj1meEYk,0
"@justinbieber my birthday is saturday, could i get a birthday follow? 32",0
DOWNLOAD @YoungStarOyes ft. K-Kutta - Get Out Your Feelings http://t.co/BfQq4TeHDF,0
@Smallzy it would me a lot to me please!! 🙏🙏,0
its cause for a celebration,0
its Rainingggg 💦💦💦,0
RT @mynamesbailee: Cy's playing Jerk remix rn 😂,0
Not even my fault,0
eai ✌,0
ok time to boss mobbing those little kitties XD,1
RT @dom3nicT: Slidin into yo DMs like... https://t.co/Eq03C6KdGy,0
@ThumbsUpAlbert birth giver turned it off.,0
Hello @Desperado_chaos  it would be awesome if you can gain more fo.llo.wers https://t.co/MbwyVCtR4b,0
RT @KaDsTarlac: “@francois888: agentyellow wearing a Francis Libiran suit #kathryn18 http://t.co/pXogQZ5Cdv” http://t.co/XwK1bAchAS,0
@justinbieber I LOVE YOU SOOO MUCH,0
"I also believe very, very strongly that everybody is the hero/heroine of his/her own life.  - Meave Binchy RIP #Quote",0
"@justinbieber YOU ARE ALL THAT MATTERS TO ME, YOU COULD FOLLOW ME? PLEASE I LOVE YOU JUSTIN &lt;3",0
I love meeting new people,0
RT @BeeeeZeee: @thereal_hype because I can't sleep without lex😐 and my mind is racing like a NASCAR driver. Why aren't you,0
#100happydays Day 84: The New (and Improved!) Animal Advocacy Museum Space. I have a feeling some… http://t.co/0ExHcN8QfL,0
RT @WhatMoneyBuys_: Library in you house just because you can 😍 http://t.co/hvsjp2P0XO,0
@LucyShirleyy bitch shoulda stayed here,1
I remember watching Appling score 49 in the state title 5 years ago...through all his ups and downs I would love to see him get that final 4,0
"""How real are you?"" I'm real, I'm real, I'm really really real #kendrickcoco",0
@justinbieber bc ily,0
Pedro and esmer should just date 💑,0
"RT @WisdomyQuotes: ""The secret of getting ahead is getting started.""
- Sally Berger",0
im not sleeping no time soon .,0
@Denial3mpireV hows thai! Tom yum rocks,0
i love you to the moon and back :) @justinbieber,0
@shannonarts Who are you talking about exactly?,1
RT @Sarah__Reynolds: Doesn't this baby seal make you want to ask your Rep&amp;Senators to #StopTheTPP? http://t.co/C8wROHQZwO http://t.co/FrE3r…,0
What a creep http://t.co/iUgZ8StzOA,0
"Today stats: No new followers, 4 unfollowers via http://t.co/6bwPgtEo3Y",0
RT @TheUFlame: #wcw All of my fans O.O cause you guys keep me cool *Puts on shades* http://t.co/FQ7cADBisW,0
"@McDonalds_SoCal Yes, wife and I tried it about a week ago.  Very good!",0
"""Imposible""",0
@justinbieber babe please,0
For once I made the right choice.. That's a first😂😂😂,0
RT @AustinMahone: Ahhhhh they got me!! 😝 #slimed http://t.co/CmBNv64f5X,0
@sup_kianna got a dime bag with your name on it,0
@justinbieber march babies are the best right ;),0
...But there are some days when I just feel so alone.,0
RT @TeamFreddiePig: 1000 Custom Printed DL Envelopes for less than £60! Absolute Bargain! Take a look: http://t.co/ByZMBj8UWl @E_M_S_UK #FP…,0
RT @followback_707: #RETWEET THIS! FOLLOW ME (@followback_707 ) &amp; EVERYONE ELSE THAT RETWEETS THIS FOR 50+ FOLLOWERS FAST! #TeamFollowBack …,0
RT @MacMiller: Evil ass text messages.,1
@justinbieber I just want u to at least follow me pls,0
RT @LosBeOnIt: Soon as y'all stop texting she goes to your twitter page to see if you're subtweeting her.,0
@justinbieber CAN YOUU SEE ME HERE ???? FOLLOW ME PLEASE):,0
Happy Mother's Day to my mumzy. Even though we have arguments still love my mum no matter what no woman can replace her 💯❤️,0
