text,label
Ugh I don't feel like getting out of bed but I don't wanna stay in the house,0
it will be very nice if every person on earth have their minds like bang yongguk omg he's such an angel,0
"@ACC_Vicky lmfao u got 2 read this, its funny http://t.co/Ee5m0v6ppo",0
@Phillies wow thats so hype,0
"“@fuchsiaariana1: """"@sassydaisies: ""@NearAriana: ""@ArianasBra: I like you a lot lot, think you're really hot hot 👅💕

#VoteSamAndCat #kca",0
Thank you yet again mother nature for the kick in the balls http://t.co/7fuTvkUtbO,0
"I've collected 2,870 gold coins! http://t.co/1WyWfreWaH #android, #androidgames, #gameinsight",0
@alvingonzalez26 oh yeah? Burned the shit out of my hand😒😂 http://t.co/vKqsbNsjGl,0
RT @narendramodi: People of Delhi had a unique experience recently! They saw a unique coalition between Congress A team &amp; B team http://t.c…,0
[60] #Likebux Get paid to like Facebook pages and following Twitter accounts. Free signup! http://t.co/ex3bcUX1V5 http://t.co/AesazZoHGS,0
#New Avatar .,0
"I have Dragos Knight Collection now, and what about you? http://t.co/WgEnGx6Ftz #android,#androidgames,#gameinsight",0
RT @OrlandoDAmador: #ThisCouldBeMeButMyMomIsPlaying http://t.co/VTDQLfqIoe,0
RT @MesutOzil1088: Come on gunners. Cross my fingers. #premierleague,0
"Energy boom is fueling rapid population growth, Census data confirms http://t.co/s2lrAjEDYI via @dailycaller",0
FightHIV just went LIVE at [ http://t.co/BilMxjKCov ] on @VaughnLive - #AutoTweet #Live #Social #Video,0
@kierstinnbutts @harrison_evan @A_Notorious_Hig @Tim4miT Right haha.  I'm on the other end of the food chain for once.,0
RT @Kingerysxc: We all have that one friend that doesn't understand how beautiful she really is.,0
RT @Jaquelineoffici: Rt this plz #VoteUKMahomies #KCA http://t.co/SVl204XfZh,0
@Autumn_Renea shut up yeaaaah,0
RT @narendramodi: It was great being in Chandigarh. Have several memories of Chandigarh- I used to stay there while doing Party work before…,0
RT @ShayifulEusoff: When your brother try to pujok you. 😭😭. @shyeusoff https://t.co/QicrbS3Aqb,0
RT @ManUtd: Man of the Match 2/3: Retweet this to vote for Shinji Kagawa as #mufc’s best player against Villa. http://t.co/MkicuewZng,0
@1997witch umm encoder?? i still have no fucking idea... that's why im looking..,1
@ThatGuyyy_1 Wasssup big homie ?,1
"Today's stats: My Twitter account's value increased by $5.46 to $14,143.74. Automatically checked by http://t.co/Y2oSdcAJYM",0
"RT @YGLadies: Example Tweet: ""I love the #COMEABACKHOME M/V it makes the #2NE1 members look so cool https://t.co/P6RwZWr46L http://t.co/Xre…",0
RT @Leslionnn: I woke up in a very aggressive mood. ugh,0
"RT @TACOSWIFI: ""if u see this without rting

you'll never feel

the feels to hug them""

#Vote1DUK #KCA http://t.co/4qGaTfD1Gl",0
Shoutout @joshmckenna7 #13,0
RT @RockThatR5: #GetRossLynchSlimedAtKCA2014 cause Rocky love green,0
Nose bleeding 😣,0
RT @Ashton5SOS: Morning cuties! Xo,0
@Saiyans1 Just talking to you and my girlfriend,0
RT @DamnRealPosts: When i'm with you http://t.co/ni7mi1Tfk2,0
RT @Oh_Thatz_CID: A lot of these bitches weak minded,1
RT @LickTaysPink: taking the time out to ask everyone who come across this tweet to retweet it you can save this little girl life 😓😢😪♻️ htt…,0
"""6 Changes That Will Make You More Imaginative"" @MartyNeumeier @FastCompany #Leadership #Imagination  http://t.co/S6jv1wMfiN",0
"RT @janoddicted: 90% of harry's tweets make me question my entire existence

#Vote1D #KCA",0
@eternacatarsiss too late!!!,0
"RT @lucrezialoisi13: Little things 
 #Vote1DUK #KCA",0
"I'd fuck up some Belgium waffles right now....but, *seasons hard boiled egg* 😔",1
I miss my mom 😔,0
Our dentist thinks that we have no lives making us wait this long &gt;_&gt;,0
", stop actin like a BITCH davon &amp; direct your shit next time !",1
RT @ComedyOrTruth: couples in the hallways http://t.co/Tv7jQtx9RQ,0
"2/2 "" I'll be the strings, you'll be the keys. Together we'll find all the harmonies..."" 💗 perfection!!! @brookeannibale",0
The tighter the hug the better it feels.,0
"Unspoken words, killing me inside",0
"RT @perrieslook: @Luke5SOS I just wanna say, I LOVE YOU, PLEASE MAKE ME HAPPY AND FOLLOW ME :C &lt;316",0
RT @Sophhie_: Twelve thousand three hundred and sixteen. #KCA #VoteTheWantedUK,0
"I have completed the Royal Navigation quest in The Tribez &amp; Castlez for #iPhone. http://t.co/sVGfL9xu2g #iphonegames,#gameinsight",0
RT @makebelieve_cmv: I love my bf,0
"10:15 100% 
10:20 92%
10:40 84% 
10:50 68%
WTF IS GOING ON WITH MY PHONE?",0
RT @Alexandraaaa_23: That's how I know you loved me 🎶,0
RT @dyldrex5: I miss waking up to the smell of bacon and pancakes😔,0
“@courtjune: Imagine if you cared”,0
RT @chloeonvine: boys are weird http://t.co/GIsq84zhsn,0
Every #SaturdayMorning illy_coffee &amp; nytimesfashion http://t.co/deJyl7f4N6,0
"stop playing scared. you got too much to lose to not speak out don’t wait too long before you reach to someone, practice honesty. rawness.",0
RT @beccalillian_: Don't sext because you'll get pregnant and die,0
My grandma so spoiled,0
"@UrplePingo are you freking kidding, right now urp?",0
Watch Bitcoin Become a Financial Battlefield in These Amazing Charts http://t.co/XoUWZWfOlT,0
Warrior #BestCollaboration #Timber #iHeartAwards,0
"#Russia, #NorthKorea plan to trade in #rubles - Aleksandr #Galushka, Russia’s Minister of Development of the Far East",1
"200+ lives ""lost"" and not one person has answers for their grieving families as to what happened. It's ridiculous.",0
"RT @TOKGAJAHFOREVER: Man Of The Match piliham abam Dickson.

1 gol skor. 1 assist.",0
"""""ted, i should be with you"" -there it was; the words that some deep dark part of me always wanted to hear.""",0
RT @channy2002: #Champs2014,0
RT @drunk: I think my liver just unfollowed me,0
"Also, good luck to West Genny, who kick off their season today at Penfield &amp; @PlanoWestLax, who take on Southlake tonight.

#HSLAX #GBs=#Ws",0
RT @Best0fInstagram: Who else would lol http://t.co/QorCHWBchm,0
@sallydatgirrl Lol I Thought It Was Pretty Funny,0
MINDFULNESS THERAPY ONLINE - The Best Choice for overcoming PANIC ATTACKS http://t.co/5TpZf1zE30 Contact me to schedule a Skype session.,0
@Bebbybeboo omfg this blog by you is crazy http://t.co/zWsvdLcl5n,0
RT @BeMyStilinski: @sykescarsm OMG IT REALLY IS AND HES JUST LIKE WOW DAYUM ARE YOU REAL? LIKE LET ME TOUCH YOUR FACE #KCAᅠ #VoteTheWantedUK,0
@derek_beier12 sorry. I was sleeping.😂,0
@nicole_elocin_ Enjoy the sun!,0
RT @CarolineButera: #VoteSamAndCat #KCA four,0
Good read about Dr Brandt and the obsession of youth  http://t.co/IRnSW0CYmL,0
@BmoreFittie @holyyguacam0le Are you judging me again? :'(,0
RT @FRANCESSCAONG: I'd rather meet you but. 😢,0
Ahh faaack I'm sore,0
@linbea945 OMG. Thank you PAPA!,0
i want my dad to take me out driving bc I want a license as soon as I turn 18 ugh,0
Otp with my auntie.,0
"RT @camilacabello97: ""i think anybody who falls in love is a freak. it's a crazy thing to do. it's kind of like a form of socially acceptab…",0
RT @etqb1826: RIGH will soon be current. RIGH is the Best opportunity in penny stocks !!! Buy while RIGH PPS is cheap !!! Not for long,0
RT @rustyrockets: Don't remember what I did last night but I've got a terrible hangover and my husband is furious.,0
"RT @VK14_: First of many #futurelegend #JM8 #MUFC RT ""@LittleTwigster: Best photo of the day mata with this 1st goal #MUFC http://t.co/4RkI…",0
"RT @PrinxLouis: Dear @falodboy @bookorla @aeselfo @MartinaBuchal, I am really hoping to see you all at #MeritNext by @WorldMeritHQ Y'all ar…",0
[ Homework Help ] Open Question : What number can be divided by 6 and =18 and have 5 remainder? http://t.co/DXOfB4Fimr,0
“@Here4Smokeee1: @Here4_Eb them shells horrible 😕”i kno thats all they had😩 they aint have no zig-zag,0
Rt @ericoconat: Lord thank you for this day. Thank you for making me pogi. Sana pumogi pa ako tomorrow.,0
I had to lol,0
"RT @swiftiewolf13: And I know it's long gone and that magic's not here anymore..
#TaylorSwift #ShesTheOne @radiodisney",0
"RT @PORNIALLER: is it so wrong?

that you make me strong.",0
"@ZahraAshley haha u got to read this, its epic http://t.co/ptlcwq5Zpb",0
RT @TopRetweetMax: ➡️ RETWEET ➡️ ONLY ➡️ IF ➡️ YOU ➡️ FOLLOW ➡️ BACK ➡️ #TeamFollowBack (@TopRetweetMax) 9.41,0
Headlights by eminem literally gets to me. #goosebumps,0
Ignore that txt.✋,0
Fragrances against bring to notice thine softer sex: vOzcXAe,1
"RT @BestProAdvice: There are good friends, and there are amazing friends. Here’s how to take it up a notch http://t.co/QchorwmMqy",0
RT @GB_FollowBack: -:[ Retweet if you Follow Back ]:-,0
@live_unnamed gossip girl is life,0
"RT @Darius_M4: Who else played this Game and had no idea what the fuck you were doing? 
😤💭😂🎮

http://t.co/lndzPMvYIT",0
RT @Goldielocksss__: Loyalty is rare 👀,0
Quite some merciful alias bursting to ideas as long as construction guileful.: gjFwlHRx,0
Don't pay any attention to what they write about you. Just measure it in inches. Andy Warhol,0
@bitterjim2u Two down and me soon to follow lol. All this sugar will have me out for the count! I blame you and those donuts dammit!,0
"RT @jackshafer: ""Soft whistleblowing"" via @walterolson http://t.co/WuWNCPK0id",0
"RT @officialR5: We want one for sure!! lol -R5 @realmandyrain @BSTARRRR t-shirts, ""We &lt;3 Brian Drake"", they're being made as we speak!! :p",0
"RT @trueNija: ""@hbgumi: ""@ogundamisi: BREAKING: Biological Weapon Used in Ethnic War in Benue State Nigeria ... http://t.co/fM0mpLDKe6",0
@V_Fernandito @AriasMarlene_ sike nah your not scary 😂😂😂😂😂😂😂😂😂😌,0
RT @selsjbeast: @/PerksOf_Styles love ur @ name x,0
RT @TheFostersABCF: “We’ll figure something out. I promise.” – Stef. Callie is still a member of #TheFosters family! #FostersFamilyForever,0
"RT @5SOS: Someone DMed me this yesterday, and it's one of the best things I've seen. fills me with love 😍 - mikey http://t.co/ff2HKOdX34",0
@missypatel you remind me so much of Nat! 😂 I cannot wait for the antics abroad!!,0
"Hi @Michael5SOS ,it would mean the world to me if you followed me! i love you guys so much,it would make me so happy x3535",0
Y'all say y'all pack heat but can't even take the safety off 😂😂 sit down,0
@xCrashed please block me,1
"""#VoteUKMahomies #KCA http://t.co/bYf2EhfilH""#MAHOMIESGOHARDEST!!26",0
@AssembleTheArmy I just knew it was you.  Hope you're okay,0
RT @yourmanbieber: Nice dinner with miley http://t.co/T0jrO76IHK,0
My new Starbucks addiction is their passion fruit ice tea #yummy 😋😍👌🍍🍓🍉🍒🍊🍋🍎,0
The things you niggas brag about ain't shit to me,1
I can't wait for acceptable Spring weather.,0
Who tf makes a meeting on a Saturday morning,0
"@kathryngxox happy birthday!!! Love and miss you, need to hang out soon!!! 😘😊💙",0
"Helping people find beauty from the inside all the way to the outside.
#springspecials April 1 - May… http://t.co/UVPAlvQgpK",0
"RT @Godly_Life: Wherever you are going, God has already been there and paved the way for you. (Matt 6:27-30)",0
@MichrlleT you rock! Thanks for watching and sending your love and support,0
"Villa has been upgraded! Can you do the same? Download to find out! http://t.co/7g4b2C25OZ #ipad,#ipadgames,#gameinsight",0
"RT @Play4Him_: If people aren't laughing at your goals, your goals are too small.",0
RT @_unicvrns_: Loyalty Is Hard To Find,0
@RichReynolds91 what an occasion!,0
RT @chasingfergie: Behind Bars #KCA #VoteTheWantedUK,0
RT @sincerely_hisx3: Hell yeah 😂 @_MeeraConley,0
Header and DP is ❤️❤️❤️,0
Just posted a photo http://t.co/nLFIT0Lt8V,0
RT @KiirkoBangz_: Girls be like .... 😂😂😂😂 http://t.co/DRgwGz73QP,0
RT @JonathanPMelo7: “@TheRealNiXta: Down ass bitch. 💯💯💯 http://t.co/AbjGmI4tCT”@xo_alyaj really be like that 😩😂😍,1
RT @Embassy730: #winlessforwiggins lol RT @OnPoint_El: Ya 76ers shits bruh. Smh @Embassy730,1
Vomit count: 4👍,0
RT @Fit_Iife: Set a goal. Make a plan. Get to work. Stick to it. Reach that goal.,0
hh #KCA #VoteTheWantedUK,0
RT @Baptized_Baller: The Second Coming.#BeReady http://t.co/kMz8zZ0DRI,0
RT @IqbaaleFclub: Thx udh hibur kita seharian fullll ! Pecah ❤❤❤❤ @AlvaroMaldini1 @Teukuryzki99 @iqbaale 😚👍,0
RT @RBNC_: @JasmineTheJUICE Ohhhh Trueee. Im Tryna Get Tatted,0
RT @stopridinmyCunt: Side bitch or main bitch you shouldn't be okay with Sharing a nigga... The position don't even matter ..,1
Headphones in and I'm gone nite nite,0
I posted a new photo to Facebook http://t.co/H5gLjJmR1p,0
RT @marlounasaan: JGH from jollibee @itsmekaterabago @nilmarnasaan and my mom :),0
"We hope that @StormieLynchR5 takes some good #Raura shots tonight!
How excited are you that both Ross &amp; Laura will be attending KCA?",0
"My wife Arti's School, the PTPS High School, Patratu! http://t.co/z3fXP59TVV",0
ANA EU TO CHORANDO #KCA #VoteTheWantedUK,0
@_Bronyeel and I was down bad I was trying started trapping hard,0
Our english project 💻📑,0
Laying here hungry as hell.,1
@Pisces_Lovee I got the dope lol I done mad all the moves lol,0
“@TooThurlshay: @Smaida__ @HiiiiighKi yall take me out to breakfast” With What Our looks ? Lol,0
it really sucks when things don't turn out how you want them too 😶,0
RT @rickygervais: I love it when people try to find loopholes in the concept of equality. It's like it makes them angry that people want re…,0
I think it's funny my ex ain't a running back but that nigga came running back,1
"RT @urbandictionary: @uhmabbylol Penis: The tool used to wean and convert lesbians and virgins into useful, productive members... http://t.…",1
Grinding pass999 e20-520 braindumps: aTozx,0
RT @LocationPorn: Marshall Islands http://t.co/3TwC6f2zTP,0
“@KenndrickLamar: I've lost respect for a lot of people this year”,0
RT @markboffo: @markdsheldon I read something after the SAC-TOR trade that said only Chris Paul averaged more pts and ast per game in the 2…,0
"RT @officialR5: @BSTARRRR anytime man, you're the best! You gotta come to a show soon!!! -riker",0
Flashback to 0x2. Here's the ROOT badge from that year. Very rare. Much epic. http://t.co/eGyQgqjLXg,0
#SelenaGomez #Move  ~ #DemiLovato #ShesTheOne ~ #SelenaGomez #TheBestest @radiodisney #RDMAs bad day,0
"@Yay_LaurMarano well then, i guess i just feel like doing this *flips us over, starts tickling you*",0
if someone has a senior elite avi please send it to me 🙏,0
RT @BookOProverbs: Give God your problems and allow Him to give you solutions.,0
@_InYooDreamss_ I am. 😂😩👏,0
imma be out all day again *sigh*,0
RT @xohdes: Cant even explain how happy i am,0
RT @cuddlingftjdb: JILEY ALL OVER MY TL WHY IS THIS EXPLAIN,0
"This MF is mad at me for being a college student, a hard worker &amp; a single mother ...I don't get it. I should be applauded. 👏",1
"#jobs4u #jobs Senior Manufacturing Engineer (Sensors), [Minneapolis, #MN] http://t.co/6iOUtJsF4p #manufacturing",0
I need to get up,0
"RT @satellitesluke: 🌚🌚🌚🌚🌚🌚
@Calum5SOS Hi Calum Hood of 5SOS!
Could you please follow me (@satellitesluke)
It would mean everything!
🌚🌚🌚🌚🌚🌚 …",0
"VISIT=&gt;http://t.co/flPRAvhvWR
☀RT☀FOR☀NEW☀FOLLOWERS☀✔#DJaxToOakland,#natpro,#NYFLC2014,Toast of New York,#MostHeartbreakingLines,#Chichari",0
@Fac3_Th3_Mu51c ahh OMG :) thank you thank you!!!,0
Lookin like bigmoney,0
RT @nonotamused: there is no point in having a password on my phone since all my friends know it.,0
"Chapter one we started happy,  The second that you said loved me. Started questioning us, Are we really in love?",0
"RT @TW_Lifexx: “@_TWFanmilyx: ""@TW_Lifexx: ""@xDanielle_TW: “@_TWFanmilyx: ""@TW_Lifexx:  Let' #KCA #VoteTheWantedUK http://t.co/DCm07LznAJ”",0
RT @yadiraa_lopez: I know what I deserve but I go for what I want,0
RT @chelleburke: @MilePosts thinking of you today D xo http://t.co/iV4una0QhH,0
RT @GeorgeWakenbake: I wish it would rain nugs of weed.,1
"@redneck_captain Beautiful dog! And by coincidence, my dog Dixie. http://t.co/CMvi90gdVj",0
I've shared 637 memories with my friends on #Path - see them now at http://t.co/SbfCuWIRih! #thepersonalnetwork http://t.co/QJskvMn5Nb,0
"campacristina ashieebabiee Its a sad day, man Raise hell with us",0
Manchester. That is all.,0
Gave her hella stain lol,1
Go tabac,0
"RT @bodenknights: Pearson ""I hope Burnley achieve their goals because they deserve it""",0
RT @PornandFootball: I want You. No one else. Just you.,0
#nw Queen (@ Odeon Big Cinemas) http://t.co/cV5Tu3DMmP,0
"RT @AlexSparkle1D: Retweet for dat asssss 😜😜🙈🙈
#Vote1D #vote1DKCA #Vote1DUKDirectioners #KCA #KCA1DUK #Vote1DStoryOfMyLife #vote1DKCA http:…",0
RT @_JuicedUpCheeks: My Boy Got A Hair Cut Today!! Gotta Keep That Grave Lookin Right! #TeamMightyIke 😏💙🙏👼,0
"RT @PlNOY_BANATERO: Girls who don't smoke, drink, party every weekend, sleep around, or start drama for attention. They are the true ladies.",0
@anniecchi @rivaiolli Is it uncomfy?,0
RT @Trevonasauras: Fuck it I'm over it 😑,1
Goodnight :),0
"RT @SirAlexStand: David Moyes: ""The money [used for the plane] would have been better served for Darren Fletcher's charity.""",0
"RT @vyrafania: ""@BunnyBooTomTom: To all the so called 'twfanmily' that aren't voting #KCA #VoteTheWantedUK http://t.co/jlKHIVpvsn",0
New #Racing story UAE Derby delight 4 Osborne on http://t.co/OKSR9Xljjw #ClassicRaces #Godolphin #JamieOsborne #JamieSpencer #Meydan,0
Sweaty people in town la,0
@javonchy lol! You ain't know brooksville was bout that life huh,0
RT @MesutOzil1088: Come on gunners. Cross my fingers. #premierleague,0
RT @xoxopretty_: “@AmorPor__Kicks: Pearls real dad been locked up all this time 😭 http://t.co/FSWRdTG4GR” 😂😂,0
@Day_said_that shittt I need to come,1
